rank,enumeration_date,years_open,type,practice_name,specialty,address,city,state,zip,phone,check_meta_ads,check_google_ads,npi
340,2016-05-03,10.1,Individual,JAD MROUE,Cardiology,2 TAMPA GENERAL CIR,TAMPA,FL,33606,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JAD%20MROUE,https://adstransparency.google.com/?region=US&query=JAD%20MROUE,1275988792
341,2016-04-28,10.1,Individual,MIMI BACH,Primary Care,5130 SUNFOREST DR STE 300,TAMPA,FL,33634,727-256-2830,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MIMI%20BACH,https://adstransparency.google.com/?region=US&query=MIMI%20BACH,1902251861
342,2016-04-27,10.1,Org,KEVIN L KLEIN DO PA,Cardiology,3000 E FLETCHER AVE,TAMPA,FL,33613,813-971-2424,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KEVIN%20L%20KLEIN%20DO%20PA,https://adstransparency.google.com/?region=US&query=KEVIN%20L%20KLEIN%20DO%20PA,1376998369
343,2016-04-26,10.1,Individual,MARSHA ANTOINE,Primary Care,1 TAMPA GENERAL CIR,TAMPA,FL,33606,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MARSHA%20ANTOINE,https://adstransparency.google.com/?region=US&query=MARSHA%20ANTOINE,1285089300
344,2016-04-19,10.1,Individual,BRITNEY GALANTINO,Psychiatry,2605 W SWANN AVE STE 600,TAMPA,FL,33609,813-876-7073,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BRITNEY%20GALANTINO,https://adstransparency.google.com/?region=US&query=BRITNEY%20GALANTINO,1568816320
345,2016-04-14,10.1,Individual,LILIA STEFANIWSKY,Gastroenterology,33920 US 19 N STE 124,PALM HARBOR,FL,34684,727-785-7654,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=LILIA%20STEFANIWSKY,https://adstransparency.google.com/?region=US&query=LILIA%20STEFANIWSKY,1053765206
346,2016-04-12,10.1,Org,"BARKER, LYNCH & HEBBLEWHITE, DO'S, P.A. BARIATRIC MEDICINE",Primary Care,13124 N FLORIDA AVE,TAMPA,FL,33612,813-932-5389,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BARKER%2C%20LYNCH%20%26%20HEBBLEWHITE%2C%20DO'S%2C%20P.A.%20BARIATRIC%20MEDICINE,https://adstransparency.google.com/?region=US&query=BARKER%2C%20LYNCH%20%26%20HEBBLEWHITE%2C%20DO'S%2C%20P.A.%20BARIATRIC%20MEDICINE,1538523949
347,2016-04-12,10.1,Individual,CAROLINE JOHNS,Endocrinology,8960 COLONIAL CENTER DR STE 202,FORT MYERS,FL,33905,239-343-9646,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CAROLINE%20JOHNS,https://adstransparency.google.com/?region=US&query=CAROLINE%20JOHNS,1730543174
348,2016-04-07,10.1,Individual,ALEXANDER DAWSON,Psychiatry,111 COLCHESTER AVE,BURLINGTON,VT,05401,802-847-0552,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ALEXANDER%20DAWSON,https://adstransparency.google.com/?region=US&query=ALEXANDER%20DAWSON,1801250683
349,2016-04-06,10.1,Org,CORPUS CHRISTI WEIGHTLOSS LLC,Primary Care,5402 HOLLY RD,CORPUS CHRISTI,TX,78411,361-993-1221,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CORPUS%20CHRISTI%20WEIGHTLOSS%20LLC,https://adstransparency.google.com/?region=US&query=CORPUS%20CHRISTI%20WEIGHTLOSS%20LLC,1396109419
350,2016-04-05,10.1,Individual,SHREYA NARAYANAN,Gastroenterology,17 DAVIS BLVD,TAMPA,FL,33606,813-259-0661,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SHREYA%20NARAYANAN,https://adstransparency.google.com/?region=US&query=SHREYA%20NARAYANAN,1720441850
351,2016-04-04,10.1,Org,CITRUS PARK FAMILY CARE LLC,Primary Care,6182 GUNN HWY,TAMPA,FL,33625,813-960-1100,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CITRUS%20PARK%20FAMILY%20CARE%20LLC,https://adstransparency.google.com/?region=US&query=CITRUS%20PARK%20FAMILY%20CARE%20LLC,1578926739
352,2016-04-04,10.1,Individual,HEATHER BELLE,Primary Care,13330 USF LAUREL DR,TAMPA,FL,33612,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=HEATHER%20BELLE,https://adstransparency.google.com/?region=US&query=HEATHER%20BELLE,1356704670
353,2016-04-04,10.1,Individual,JOSE RUIZ MORALES,Cardiology,5 TAMPA GENERAL CIR STE 300,TAMPA,FL,33606,813-251-0793,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JOSE%20RUIZ%20MORALES,https://adstransparency.google.com/?region=US&query=JOSE%20RUIZ%20MORALES,1033572284
354,2016-04-01,10.1,Org,"FLORIDA CARDIAC THERAPEUTICS, INC",Cardiology,10033 DOCTOR M.L.K. JR ST N,ST PETERSBURG,FL,33716,727-498-8898,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=FLORIDA%20CARDIAC%20THERAPEUTICS%2C%20INC,https://adstransparency.google.com/?region=US&query=FLORIDA%20CARDIAC%20THERAPEUTICS%2C%20INC,1508229972
355,2016-03-31,10.1,Individual,JORGE CAPDEVILA,Primary Care,203 N MARION ST,TAMPA,FL,33602,813-474-9804,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JORGE%20CAPDEVILA,https://adstransparency.google.com/?region=US&query=JORGE%20CAPDEVILA,1225491897
356,2016-03-31,10.1,Individual,ANEETA JOSEPH,Endocrinology,16011 TAMPA PALMS BLVD W,TAMPA,FL,33647,813-844-5551,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ANEETA%20JOSEPH,https://adstransparency.google.com/?region=US&query=ANEETA%20JOSEPH,1396108916
357,2016-03-29,10.2,Individual,CHRISTOPHER BITETZAKIS,Cardiology,2 TAMPA GENERAL CIR,TAMPA,FL,33606,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CHRISTOPHER%20BITETZAKIS,https://adstransparency.google.com/?region=US&query=CHRISTOPHER%20BITETZAKIS,1275996241
358,2016-03-28,10.2,Individual,SHREYA MISHRA,Cardiology,655 W 8TH ST,JACKSONVILLE,FL,32209,904-244-3932,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SHREYA%20MISHRA,https://adstransparency.google.com/?region=US&query=SHREYA%20MISHRA,1134581135
359,2016-03-27,10.2,Individual,AMANDA DAILEY,Primary Care,415 APOLLO BEACH BLVD,APOLLO BEACH,FL,33572,813-645-8494,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AMANDA%20DAILEY,https://adstransparency.google.com/?region=US&query=AMANDA%20DAILEY,1588026728
360,2016-03-26,10.2,Individual,THANH-PHUONG AFIAT,Primary Care,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-7365,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=THANH-PHUONG%20AFIAT,https://adstransparency.google.com/?region=US&query=THANH-PHUONG%20AFIAT,1811359037
361,2016-03-23,10.2,Individual,ANTHONY KENDLE,OB-GYN,17 DAVIS BLVD STE 308,TAMPA,FL,33606,813-259-8876,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ANTHONY%20KENDLE,https://adstransparency.google.com/?region=US&query=ANTHONY%20KENDLE,1275995789
362,2016-03-03,10.2,Individual,CHERIE GORDON,OB-GYN,2818 W VIRGINIA AVENUE,TAMPA,FL,33607,813-872-8551,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CHERIE%20GORDON,https://adstransparency.google.com/?region=US&query=CHERIE%20GORDON,1780044750
363,2016-02-12,10.3,Org,THYROID ENDOCRINOLOGY AND DIABETES SPECIALISTS OF TAMPA LLC,Endocrinology,508 S HABANA AVE STE 360,TAMPA,FL,33609,813-474-3636,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=THYROID%20ENDOCRINOLOGY%20AND%20DIABETES%20SPECIALISTS%20OF%20TAMPA%20LLC,https://adstransparency.google.com/?region=US&query=THYROID%20ENDOCRINOLOGY%20AND%20DIABETES%20SPECIALISTS%20OF%20TAMPA%20LLC,1912366428
364,2016-01-14,10.4,Individual,LYCIA ALEXANDER-GUERRA,Psychiatry,13919 CARROLLWOOD VILLAGE RUN,TAMPA,FL,33618,813-908-5080,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=LYCIA%20ALEXANDER-GUERRA,https://adstransparency.google.com/?region=US&query=LYCIA%20ALEXANDER-GUERRA,1285090613
365,2016-01-08,10.4,Org,"BEHAVIORAL HEALTH SCIENCE OF WEST FLORIDA, LLC",Psychiatry,508 S HABANA AVE STE 380,TAMPA,FL,33609,813-872-0457,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BEHAVIORAL%20HEALTH%20SCIENCE%20OF%20WEST%20FLORIDA%2C%20LLC,https://adstransparency.google.com/?region=US&query=BEHAVIORAL%20HEALTH%20SCIENCE%20OF%20WEST%20FLORIDA%2C%20LLC,1508222324
366,2015-12-31,10.4,Individual,KATHERINE CALLANDER,Cardiology,HELIX: 30 N MARIO CAPECCHI DR RM 3N100,SALT LAKE CITY,UT,84112,801-581-2121,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KATHERINE%20CALLANDER,https://adstransparency.google.com/?region=US&query=KATHERINE%20CALLANDER,1942666292
367,2015-12-23,10.4,Individual,ANGELA ORCHOLSKI,OB-GYN,2818 W VIRGINIA AVE,TAMPA,FL,33607,813-872-8551,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ANGELA%20ORCHOLSKI,https://adstransparency.google.com/?region=US&query=ANGELA%20ORCHOLSKI,1447615182
368,2015-12-02,10.5,Org,CARDIOVASCULAR INSTITUTE OF AMERICA PA,Cardiology,6328 GUNN HWY STE C,TAMPA,FL,33625,813-610-9510,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CARDIOVASCULAR%20INSTITUTE%20OF%20AMERICA%20PA,https://adstransparency.google.com/?region=US&query=CARDIOVASCULAR%20INSTITUTE%20OF%20AMERICA%20PA,1104291178
369,2015-08-17,10.8,Org,ADVANCED CARE GASTROENTEROLOGY ASSOCIATES,Gastroenterology,15303 AMBERLY DR STE A,TAMPA,FL,33647,813-751-9727,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ADVANCED%20CARE%20GASTROENTEROLOGY%20ASSOCIATES,https://adstransparency.google.com/?region=US&query=ADVANCED%20CARE%20GASTROENTEROLOGY%20ASSOCIATES,1831565688
370,2015-06-25,10.9,Org,ALLIANCE CARE CORP.,Primary Care,7211 N DALE MABRY HWY STE 222,TAMPA,FL,33614,954-990-0967,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ALLIANCE%20CARE%20CORP.,https://adstransparency.google.com/?region=US&query=ALLIANCE%20CARE%20CORP.,1255713228
371,2015-06-23,10.9,Org,ARIZONA LS LLC,Primary Care,966 HOUSTON NORTHCUTT BLVD,MT PLEASANT,SC,29464,843-388-6334,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ARIZONA%20LS%20LLC,https://adstransparency.google.com/?region=US&query=ARIZONA%20LS%20LLC,1699157958
372,2015-06-22,10.9,Individual,HADI MAHMALJY,Cardiology,3010 E 138TH AVE STE 12,TAMPA,FL,33613,813-975-2800,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=HADI%20MAHMALJY,https://adstransparency.google.com/?region=US&query=HADI%20MAHMALJY,1336521830
373,2015-06-16,10.9,Individual,JEET MEHTA,Cardiology,1601 SW ARCHER RD,GAINESVILLE,FL,32608,352-548-6000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JEET%20MEHTA,https://adstransparency.google.com/?region=US&query=JEET%20MEHTA,1558742411
374,2015-06-15,10.9,Individual,JOHN CIOTTI,Psychiatry,13330 USF LAUREL DR,TAMPA,FL,33612,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=JOHN%20CIOTTI,https://adstransparency.google.com/?region=US&query=JOHN%20CIOTTI,1992186985
375,2015-06-04,11.0,Individual,HANNAH BROMBERG,Primary Care,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-4630,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=HANNAH%20BROMBERG,https://adstransparency.google.com/?region=US&query=HANNAH%20BROMBERG,1679953632
376,2015-06-03,11.0,Org,HEART AND VASCULAR ASSOCIATES OF TAMPA LLC,Cardiology,2715 N MACDILL AVE,TAMPA,FL,33607,813-280-0202,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=HEART%20AND%20VASCULAR%20ASSOCIATES%20OF%20TAMPA%20LLC,https://adstransparency.google.com/?region=US&query=HEART%20AND%20VASCULAR%20ASSOCIATES%20OF%20TAMPA%20LLC,1154701365
377,2015-05-22,11.0,Individual,SISIR AKKINENI,Primary Care,1365 CLIFTON RD NE BLDG A3,ATLANTA,GA,30322,404-778-7823,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SISIR%20AKKINENI,https://adstransparency.google.com/?region=US&query=SISIR%20AKKINENI,1487033486
378,2015-05-07,11.1,Individual,SUHAS GANGADHARA,Psychiatry,740 S LIMESTONE,LEXINGTON,KY,40536,859-323-5661,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=SUHAS%20GANGADHARA,https://adstransparency.google.com/?region=US&query=SUHAS%20GANGADHARA,1972981223
379,2015-05-04,11.1,Individual,CAMILA AVILA,Primary Care,6107 MEMORIAL HWY STE A,TAMPA,FL,33615,813-514-2328,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CAMILA%20AVILA,https://adstransparency.google.com/?region=US&query=CAMILA%20AVILA,1063899615
380,2015-04-29,11.1,Individual,ERINDA STEFI,Gastroenterology,409 BAYSHORE BLVD,TAMPA,FL,33606,813-844-5460,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ERINDA%20STEFI,https://adstransparency.google.com/?region=US&query=ERINDA%20STEFI,1013394956
381,2015-04-27,11.1,Individual,STEPHANIE MATTATHIL,Cardiology,3003 W DR MLK BLVD FL JRBLVD2,TAMPA,FL,33607,813-586-8079,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=STEPHANIE%20MATTATHIL,https://adstransparency.google.com/?region=US&query=STEPHANIE%20MATTATHIL,1225415466
382,2015-04-24,11.1,Individual,PAULA HERNANDEZ BURGOS,Cardiology,6919 N DALE MABRY HWY STE 125,TAMPA,FL,33614,813-497-9661,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=PAULA%20HERNANDEZ%20BURGOS,https://adstransparency.google.com/?region=US&query=PAULA%20HERNANDEZ%20BURGOS,1194112342
383,2015-04-22,11.1,Individual,AARON DESAI,Psychiatry,65 JAMES ST,EDISON,NJ,08820,732-321-7010,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AARON%20DESAI,https://adstransparency.google.com/?region=US&query=AARON%20DESAI,1558758128
384,2015-04-15,11.1,Individual,ATUL RATRA,Gastroenterology,5016 W CYPRESS ST STE 200,TAMPA,FL,33607,813-710-5876,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ATUL%20RATRA,https://adstransparency.google.com/?region=US&query=ATUL%20RATRA,1205223351
385,2015-04-13,11.1,Individual,KIMBERLY ABDELKADER,Primary Care,15310 AMBERLY DR STE 250,TAMPA,FL,33647,813-907-0123,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KIMBERLY%20ABDELKADER,https://adstransparency.google.com/?region=US&query=KIMBERLY%20ABDELKADER,1609262062
386,2015-04-08,11.1,Individual,RAYMOND DE CUBA,Primary Care,3518 DRAWBRIDGE PKWY STE 330,GREENSBORO,NC,27410,336-890-3140,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=RAYMOND%20DE%20CUBA,https://adstransparency.google.com/?region=US&query=RAYMOND%20DE%20CUBA,1427444207
387,2015-04-08,11.1,Individual,EMMANUEL BASSILY,Cardiology,2 TAMPA GENERAL CIR,TAMPA,FL,33606,813-821-8038,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=EMMANUEL%20BASSILY,https://adstransparency.google.com/?region=US&query=EMMANUEL%20BASSILY,1417343245
388,2015-04-07,11.1,Individual,MICHELLE KUZNICKI,OB-GYN,9500 EUCLID AVE,CLEVELAND,OH,44195,216-938-2618,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MICHELLE%20KUZNICKI,https://adstransparency.google.com/?region=US&query=MICHELLE%20KUZNICKI,1518353507
389,2015-04-06,11.1,Org,ANIL M BHATIA MD PA,Primary Care,14447 UNIVERSITY COVE PL,TAMPA,FL,33613,813-975-1501,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ANIL%20M%20BHATIA%20MD%20PA,https://adstransparency.google.com/?region=US&query=ANIL%20M%20BHATIA%20MD%20PA,1376938415
390,2015-04-04,11.1,Individual,BRETT CANN,Primary Care,17 DAVIS BLVD,TAMPA,FL,33606,727-467-2502,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BRETT%20CANN,https://adstransparency.google.com/?region=US&query=BRETT%20CANN,1487049631
391,2015-04-03,11.1,Individual,CARLOS PLA FERNANDEZ,Endocrinology,17 DAVIS BLVD STE 308,TAMPA,FL,33606,813-259-0661,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CARLOS%20PLA%20FERNANDEZ,https://adstransparency.google.com/?region=US&query=CARLOS%20PLA%20FERNANDEZ,1194110361
392,2015-04-03,11.1,Individual,MICHELLE ROSARIO,Gastroenterology,500 UNIVERSITY DR,HERSHEY,PA,17033,800-243-1455,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MICHELLE%20ROSARIO,https://adstransparency.google.com/?region=US&query=MICHELLE%20ROSARIO,1467847640
393,2015-04-01,11.1,Individual,KEERTHANA AKKINENI,Psychiatry,3000 MEDICAL PARK DR STE 510,TAMPA,FL,33613,813-615-7725,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KEERTHANA%20AKKINENI,https://adstransparency.google.com/?region=US&query=KEERTHANA%20AKKINENI,1275928715
394,2015-04-01,11.1,Individual,STEPHEN ARADI,Psychiatry,13330 USF LAUREL DR,TAMPA,FL,33612,813-974-1033,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=STEPHEN%20ARADI,https://adstransparency.google.com/?region=US&query=STEPHEN%20ARADI,1518352996
395,2015-03-31,11.2,Individual,RYAN HIDALGO,OB-GYN,2 TAMPA GENERAL CIR,TAMPA,FL,33606,813-259-8500,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=RYAN%20HIDALGO,https://adstransparency.google.com/?region=US&query=RYAN%20HIDALGO,1598150153
396,2015-03-30,11.2,Individual,ERIKA NEW,OB-GYN,9109 STONY POINT DR,RICHMOND,VA,23235,804-327-8820,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ERIKA%20NEW,https://adstransparency.google.com/?region=US&query=ERIKA%20NEW,1932594843
397,2015-03-26,11.2,Individual,MATTHEW BARON,Primary Care,12902 USF MAGNOLIA DR,TAMPA,FL,33612,813-745-7365,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=MATTHEW%20BARON,https://adstransparency.google.com/?region=US&query=MATTHEW%20BARON,1730573890
398,2015-03-26,11.2,Individual,ASHOK SHIANI,Gastroenterology,2421 SILVER STREAM LN,WILMINGTON,NC,28401,910-341-3343,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ASHOK%20SHIANI,https://adstransparency.google.com/?region=US&query=ASHOK%20SHIANI,1629462700
